city, pop_tot , pop_fb ,pop_fb_share,natrate,lsnblaborforceparticrate,lsfblaborforceparticrate,hsnblaborforceparticrate,hsfblaborforceparticrate,lsnbemplrate,lsfbemplrate,hsnbemplrate,hsfbemplrate,lsnbhighprestigerate,lsfbhighprestigerate,hsnbhighprestigerate,hsfbhighprestigerate,lsnbparttimerate,lsfbparttimerate,hsnbparttimerate,hsfbparttimerate,nbentrepreneurshiprate,fbentrepreneurshiprate,lsnbpovertyrate,lsfbpovertyrate,hsnbpovertyrate,hsfbpovertyrate,lsnbtrirecipient,lsfbtrirecipient,hsnbtrirecipient,hsfbtrirecipient,lsnbfoodstamprecipient,lsfbfoodstamprecipient,hsnbfoodstamprecipient,hsfbfoodstamprecipient,nbownershiprate,fbownershiprate,nboverburdenrate,fboverburdenrate,nbovercrowdedrate,fbovercrowdedrate,nbhealthinsu,fbhealthinsu,nbhs,fbhs,nbba,fbba,nbadv,fbadv,nbpubsoc,fbpubsoc,nbmilitaryvet,fbmilitaryvet, lsnbmediantotinc , lsfbmediantotinc , hsnbmediantotinc , hsfbmediantotinc , nbmedianbusinessincome , fbmedianbusinessincome , overall_score , overall_ranking , policy_score ,gov_leadership,econ_empower,Inclusivity,Community,legal_support,emergency_management,se_score,job_opps,econ_prosperity,Livability,civic_particip
"San Jose city, CA",1019911.00,397097.00,0.39,0.78,0.60,0.63,0.80,0.77,0.94,0.96,0.96,0.96,0.05,0.04,0.29,0.37,0.31,0.23,0.14,0.11,0.08,0.09,0.10,0.12,0.03,0.04,0.33,0.33,0.06,0.08,0.09,0.13,0.01,0.02,0.59,0.56,0.46,0.49,0.02,0.05,0.96,0.92,0.92,0.78,0.44,0.43,0.15,0.19,0.05,0.02,0.06,0.01,18326.00,19800.00,74458.00,74576.00,32373.00,24435.00,4.25,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.50,4.00,3.00,4.00,3.00
"Santa Ana city, CA",334183.00,143415.00,0.43,0.65,0.63,0.67,0.81,0.78,0.93,0.97,0.96,0.96,0.02,0.01,0.21,0.22,0.30,0.20,0.20,0.15,0.07,0.10,0.18,0.17,0.05,0.07,0.52,0.33,0.12,0.18,0.12,0.19,0.04,0.08,0.53,0.42,0.46,0.58,0.06,0.16,0.91,0.77,0.85,0.46,0.26,0.11,0.08,0.03,0.04,0.02,0.04,0.01,14200.00,18326.00,44846.00,38380.00,25448.00,20362.00,3.46,26.00,4.17,4.00,4.00,5.00,4.00,5.00,3.00,2.75,5.00,4.00,1.00,1.00
"Scottsdale city, AZ",250761.00,26896.00,0.11,0.82,0.56,0.53,0.68,0.70,0.95,0.95,0.98,0.98,0.08,0.07,0.26,0.38,0.28,0.25,0.16,0.15,0.16,0.19,0.10,0.19,0.04,0.05,0.16,0.12,0.04,0.05,0.07,0.10,0.01,0.03,0.69,0.64,0.32,0.37,0.01,0.01,0.95,0.88,0.97,0.89,0.56,0.53,0.21,0.28,0.04,0.02,0.10,0.02,23225.00,20859.00,61300.00,66122.00,35634.00,31294.00,2.42,83.00,1.33,1.00,1.00,1.00,1.00,3.00,1.00,3.50,3.00,2.00,5.00,4.00
"Seattle city, WA",725210.00,135428.00,0.19,0.76,0.63,0.58,0.83,0.78,0.93,0.93,0.98,0.97,0.06,0.04,0.29,0.33,0.32,0.27,0.15,0.13,0.10,0.09,0.16,0.23,0.05,0.08,0.26,0.28,0.05,0.05,0.17,0.25,0.03,0.04,0.47,0.39,0.37,0.35,0.02,0.05,0.97,0.92,0.97,0.85,0.66,0.54,0.27,0.28,0.05,0.03,0.06,0.02,22399.00,18129.00,66053.00,64746.00,31961.00,25000.00,4.00,10.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,1.00,2.00,4.00,5.00
"St. Louis city, MO",307841.00,21231.00,0.07,0.75,0.58,0.63,0.82,0.68,0.90,0.90,0.97,0.98,0.04,0.07,0.30,0.50,0.25,0.15,0.12,0.13,0.06,0.06,0.26,0.26,0.08,0.18,0.35,0.25,0.05,0.04,0.28,0.23,0.04,0.05,0.44,0.36,0.36,0.36,0.01,0.02,0.90,0.79,0.88,0.83,0.36,0.45,0.15,0.27,0.07,0.02,0.08,0.02,16188.00,15767.00,50000.00,37500.00,25030.00,17308.00,2.67,66.00,2.33,2.00,4.00,1.00,2.00,1.00,4.00,3.00,4.00,3.00,3.00,2.00
"St. Paul city, MN",304635.00,60544.00,0.20,0.77,0.64,0.65,0.82,0.81,0.91,0.95,0.98,0.97,0.06,0.02,0.24,0.27,0.34,0.29,0.15,0.18,0.07,0.06,0.22,0.30,0.04,0.14,0.42,0.52,0.08,0.15,0.22,0.35,0.02,0.10,0.54,0.33,0.42,0.49,0.01,0.10,0.95,0.85,0.94,0.66,0.47,0.24,0.19,0.09,0.08,0.04,0.06,0.01,16800.00,14661.00,50906.00,36503.00,20362.00,19424.00,2.83,58.00,4.17,5.00,4.00,3.00,5.00,5.00,3.00,1.50,1.00,1.00,1.00,3.00
"St. Petersburg city, FL",257609.00,27913.00,0.11,0.81,0.58,0.58,0.70,0.67,0.93,0.95,0.97,0.97,0.06,0.06,0.26,0.34,0.23,0.22,0.17,0.16,0.11,0.13,0.16,0.16,0.06,0.09,0.24,0.15,0.05,0.06,0.17,0.14,0.03,0.07,0.60,0.66,0.42,0.28,0.01,0.01,0.90,0.83,0.92,0.85,0.36,0.34,0.13,0.14,0.05,0.04,0.12,0.04,19900.00,19816.00,50400.00,43704.00,21307.00,23417.00,2.83,58.00,1.17,1.00,2.00,1.00,1.00,1.00,1.00,4.50,3.00,5.00,5.00,5.00
"Stockton city, CA",306512.00,77366.00,0.25,0.68,0.56,0.60,0.72,0.69,0.89,0.92,0.97,0.97,0.03,0.02,0.26,0.23,0.26,0.15,0.18,0.17,0.07,0.09,0.20,0.18,0.06,0.10,0.50,0.42,0.12,0.24,0.21,0.26,0.07,0.08,0.50,0.47,0.46,0.44,0.02,0.04,0.95,0.86,0.87,0.59,0.19,0.16,0.06,0.04,0.08,0.04,0.07,0.02,15323.00,16290.00,52147.00,32122.00,25030.00,24503.00,3.63,20.00,4.00,3.00,4.00,5.00,4.00,5.00,3.00,3.25,3.00,3.00,4.00,3.00
"Tampa city, FL",384044.00,64841.00,0.17,0.75,0.59,0.64,0.80,0.75,0.91,0.93,0.98,0.96,0.05,0.03,0.28,0.26,0.25,0.18,0.12,0.12,0.09,0.12,0.24,0.27,0.06,0.12,0.35,0.23,0.03,0.06,0.27,0.31,0.03,0.09,0.47,0.44,0.45,0.48,0.01,0.02,0.90,0.75,0.90,0.77,0.37,0.30,0.14,0.13,0.05,0.02,0.10,0.03,15331.00,15107.00,53955.00,35634.00,23740.00,17266.00,2.29,90.00,1.83,3.00,2.00,2.00,1.00,2.00,1.00,2.75,2.00,2.00,4.00,3.00
"Toledo city, OH",277605.00,9407.00,0.03,0.69,0.59,0.59,0.77,0.68,0.90,0.95,0.96,0.93,0.04,0.03,0.24,0.38,0.27,0.33,0.15,0.28,0.05,0.08,0.27,0.31,0.10,0.24,0.42,0.25,0.09,0.14,0.27,0.18,0.07,0.05,0.51,0.50,0.35,0.42,0.00,0.02,0.92,0.83,0.87,0.77,0.18,0.38,0.06,0.18,0.04,0.02,0.08,0.01,17104.00,13236.00,41717.00,19000.00,18326.00,15272.00,3.17,40.00,3.83,5.00,3.00,3.00,5.00,2.00,5.00,2.50,1.00,3.00,4.00,2.00
"Tucson city, AZ",533839.00,76600.00,0.14,0.72,0.58,0.59,0.65,0.70,0.91,0.93,0.97,0.96,0.04,0.02,0.28,0.33,0.29,0.29,0.20,0.20,0.08,0.16,0.23,0.28,0.08,0.15,0.36,0.30,0.09,0.12,0.19,0.28,0.04,0.07,0.55,0.55,0.43,0.44,0.01,0.03,0.91,0.74,0.91,0.63,0.30,0.20,0.12,0.08,0.07,0.03,0.13,0.03,16270.00,13165.00,42000.00,32987.00,18200.00,16187.00,3.08,46.00,3.17,3.00,1.00,2.00,5.00,3.00,5.00,3.00,4.00,2.00,3.00,3.00
"Tulsa city, OK",411424.00,37898.00,0.09,0.70,0.62,0.70,0.75,0.75,0.93,0.95,0.97,0.97,0.06,0.02,0.30,0.36,0.22,0.21,0.14,0.15,0.10,0.10,0.18,0.25,0.04,0.11,0.26,0.10,0.04,0.05,0.16,0.12,0.03,0.03,0.57,0.47,0.34,0.36,0.00,0.02,0.88,0.63,0.93,0.65,0.35,0.24,0.12,0.10,0.05,0.02,0.10,0.02,19607.00,17266.00,48079.00,37769.00,25000.00,24503.00,2.92,54.00,3.33,4.00,4.00,2.00,5.00,2.00,3.00,2.50,2.00,4.00,1.00,3.00
"Virginia Beach city, VA",450010.00,41400.00,0.09,0.81,0.69,0.64,0.77,0.74,0.95,0.98,0.98,0.98,0.05,0.03,0.26,0.30,0.22,0.17,0.14,0.12,0.07,0.10,0.09,0.10,0.03,0.03,0.15,0.10,0.03,0.05,0.07,0.08,0.02,0.06,0.63,0.67,0.37,0.35,0.00,0.02,0.93,0.89,0.95,0.85,0.36,0.38,0.13,0.15,0.10,0.07,0.25,0.15,25453.00,21276.00,55000.00,43164.00,21991.00,23417.00,2.67,66.00,1.33,1.00,1.00,3.00,1.00,1.00,1.00,4.00,3.00,3.00,5.00,5.00
"Washington city, DC",692683.00,96171.00,0.14,0.70,0.51,0.67,0.86,0.82,0.84,0.93,0.97,0.97,0.04,0.03,0.29,0.27,0.28,0.28,0.09,0.11,0.07,0.08,0.26,0.19,0.06,0.08,0.52,0.34,0.06,0.07,0.27,0.17,0.03,0.02,0.42,0.37,0.40,0.46,0.01,0.06,0.97,0.92,0.93,0.81,0.59,0.56,0.33,0.37,0.24,0.19,0.07,0.02,12000.00,18111.00,78220.00,69887.00,41441.00,30544.00,4.04,9.00,4.33,5.00,3.00,5.00,5.00,4.00,4.00,3.75,2.00,5.00,4.00,4.00
"Wichita city, KS",389195.00,32133.00,0.08,0.75,0.61,0.67,0.75,0.76,0.94,0.96,0.98,0.97,0.04,0.02,0.29,0.32,0.23,0.19,0.14,0.16,0.08,0.07,0.17,0.22,0.05,0.12,0.26,0.11,0.04,0.03,0.15,0.16,0.02,0.05,0.62,0.62,0.31,0.35,0.01,0.01,0.90,0.70,0.92,0.63,0.30,0.20,0.11,0.09,0.05,0.02,0.11,0.02,20024.00,17730.00,47941.00,37013.00,20859.00,20362.00,2.75,62.00,3.00,4.00,1.00,2.00,3.00,3.00,5.00,2.50,1.00,4.00,3.00,2.00
"Winston-Salem city, NC",243834.00,23692.00,0.10,0.70,0.55,0.65,0.73,0.75,0.92,0.96,0.97,0.95,0.05,0.02,0.26,0.30,0.26,0.14,0.16,0.10,0.08,0.09,0.23,0.30,0.07,0.11,0.32,0.09,0.05,0.07,0.17,0.16,0.04,0.03,0.55,0.47,0.38,0.33,0.00,0.03,0.91,0.58,0.92,0.62,0.35,0.25,0.13,0.11,0.05,0.02,0.08,0.03,15100.00,16270.00,46932.00,41672.00,21380.00,18326.00,3.50,23.00,3.00,4.00,1.00,2.00,5.00,3.00,3.00,4.00,5.00,5.00,3.00,3.00
